api_properties,carrier,device_id,device_manufacturer,device_model,enriched,event_id,action,auth,component_type,has_double_fired,locale,logging_id,page_key,page_path,event_platform,prev_page_key,prev_page_path,project_name,session_uuid,sources,states,time_start,event_type,group_properties,groups,jwt_authed,languages,library_name,library_version,os_name,os_version,platforms,sequence_number,session_id,time_stamp,user_agent,userid,validated,validation_version,version_name
NULL,,4,,,false,148,click,1,button,false,NULL,ae36b916-2a0c-4944-b821-cd306c27d6dc,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,NULL,1624990186738,gb,NULL,NULL,false,,@cba,2.5.2,,,Android,148,1624990192221,1624990575866,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,149,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,active,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,149,1624990192221,1624990575881,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,150,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,default,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,150,1624990192221,1624990575909,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,151,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,error,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,151,1624990192221,1624990576683,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,152,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,error,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,152,1624990192221,1624990576687,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,153,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,error,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,153,1624990192221,1624990579176,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,154,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,active,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,154,1624990192221,1624990580301,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,155,click,1,button,false,NULL,ae36b916-2a0c-4944-b821-cd306c27d6dc,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,NULL,1624990186738,gb,NULL,NULL,false,,@cba,2.5.2,,,Android,155,1624990192221,1624990581341,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,156,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,active,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,156,1624990192221,1624990581355,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,157,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,default,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,157,1624990192221,1624990581382,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,158,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,error,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,158,1624990192221,1624990582210,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,159,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,error,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,159,1624990192221,1624990582215,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,160,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,error,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,160,1624990192221,1624990583282,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,161,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,active,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,161,1624990192221,1624990586371,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,162,click,1,button,false,NULL,ae36b916-2a0c-4944-b821-cd306c27d6dc,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,NULL,1624990186738,gb,NULL,NULL,false,,@cba,2.5.2,,,Android,162,1624990192221,1624990587273,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,163,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,active,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,163,1624990192221,1624990587289,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,164,render,1,modal,false,NULL,b52ad4de-ab50-44db-b1c8-8fa7db74b218,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,default,1624990186738,gc,NULL,NULL,false,,@cba,2.5.2,,,Android,164,1624990192221,1624990587312,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,165,render,1,modal,false,NULL,b29a894b-d398-4726-883d-ca7ba79638a8,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,android,add_payment_method,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&AddPaymentMethod_headerAction=close&AddPaymentMethod_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,NULL,1624990186738,gp,NULL,NULL,false,,@cba,2.5.2,,,Android,165,1624990192221,1624990587924,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,167,render,1,modal,false,NULL,b29a894b-d398-4726-883d-ca7ba79638a8,gift_card_redeem,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardRedeem_amount_amount=5.00&GiftCardRedeem_amount_currency=USD&GiftCardRedeem_cardNumber=PeDwBZpcHuUKl93QMstP&GiftCardRedeem_pin=Zazlvn&GiftCardRedeem_providerCode=PRIZEOUT&GiftCardRedeem_name=Prizeout&GiftCardRedeem_logoUrl=https://static.prizeout.com/favicon-32x32.png&GiftCardRedeem_entryPoint=settings,android,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,NULL,1624990186738,gp,NULL,NULL,false,,@cba,2.5.2,,,Android,167,1624990192221,1624990588370,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
NULL,,4,,,false,168,render,1,modal,false,NULL,b29a894b-d398-4726-883d-ca7ba79638a8,gift_card_redeem,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardRedeem_amount_amount=5.00&GiftCardRedeem_amount_currency=USD&GiftCardRedeem_cardNumber=PeDwBZpcHuUKl93QMstP&GiftCardRedeem_pin=Zazlvn&GiftCardRedeem_providerCode=PRIZEOUT&GiftCardRedeem_name=Prizeout&GiftCardRedeem_logoUrl=https://static.prizeout.com/favicon-32x32.png&GiftCardRedeem_entryPoint=settings,android,gift_card_verification,AddPaymentMethodModalStack_params_headerAction=close&AddPaymentMethodModalStack_params_entryPoint=settings&AddPaymentMethodModalStack_screen=AddPaymentMethod&GiftCardStack_screen=GiftCardVerification&GiftCardStack_params_entryPoint=settings&GiftCardVerification_entryPoint=settings,consumer,faa6d85d-85c4-4327-8ff6-85571bb0f67d,settings,NULL,1624990186738,gp,NULL,NULL,false,,@cba,2.5.2,,,Android,168,1624990192221,1624990588528,,2a14e5f1-86cd-54b0-8213-26dee1779b59,true,2.0.0,9.32.0
